,Variable,Year,province,value,adm_level,region,unit
2535,Poverty Incidence among Population (%),1991,Region I,36.6,Region,Region I,%
2536,Poverty Incidence among Population (%),2006,Region I,25.9,Region,Region I,%
2537,Poverty Incidence among Population (%),2009,Region I,22,Region,Region I,%
2538,Poverty Incidence among Population (%),2012,Region I,18.5,Region,Region I,%
2539,Poverty Incidence among Population (%),2015,Region I,13.1,Region,Region I,%
2570,Poverty Incidence among Population (%),1991,Region II,42.8,Province,Region II,%
2571,Poverty Incidence among Population (%),2006,Region II,26.8,Province,Region II,%
2572,Poverty Incidence among Population (%),2009,Region II,25.5,Province,Region II,%
2573,Poverty Incidence among Population (%),2012,Region II,22.1,Province,Region II,%
2574,Poverty Incidence among Population (%),2015,Region II,15.8,Province,Region II,%
2605,Poverty Incidence among Population (%),1991,Region III,21.1,Region,Region III,%
2606,Poverty Incidence among Population (%),2006,Region III,13.1,Region,Region III,%
2607,Poverty Incidence among Population (%),2009,Region III,13.7,Region,Region III,%
2608,Poverty Incidence among Population (%),2012,Region III,12.9,Region,Region III,%
2609,Poverty Incidence among Population (%),2015,Region III,11.2,Region,Region III,%
2640,Poverty Incidence among Population (%),1991,Region IV-A,22.7,Region,Region VI-A,%
2641,Poverty Incidence among Population (%),2006,Region IV-A,10.3,Region,Region VI-A,%
2642,Poverty Incidence among Population (%),2009,Region IV-A,11.9,Region,Region VI-A,%
2643,Poverty Incidence among Population (%),2012,Region IV-A,10.9,Region,Region VI-A,%
2644,Poverty Incidence among Population (%),2015,Region IV-A,9.1,Region,Region VI-A,%
2675,Poverty Incidence among Population (%),1991,Region IV-B,44.4,Region,Region IV-B,%
2676,Poverty Incidence among Population (%),2006,Region IV-B,40.6,Region,Region IV-B,%
2677,Poverty Incidence among Population (%),2009,Region IV-B,34.5,Region,Region IV-B,%
2678,Poverty Incidence among Population (%),2012,Region IV-B,31,Region,Region IV-B,%
2679,Poverty Incidence among Population (%),2015,Region IV-B,24.4,Region,Region IV-B,%
2710,Poverty Incidence among Population (%),1991,Region IX,40.3,Region,Region IX,%
2711,Poverty Incidence among Population (%),2006,Region IX,45,Region,Region IX,%
2712,Poverty Incidence among Population (%),2009,Region IX,45.8,Region,Region IX,%
2713,Poverty Incidence among Population (%),2012,Region IX,40.1,Region,Region IX,%
2714,Poverty Incidence among Population (%),2015,Region IX,33.9,Region,Region IX,%
2745,Poverty Incidence among Population (%),1991,Region V,54.5,Region,Region V,%
2746,Poverty Incidence among Population (%),2006,Region V,44.2,Region,Region V,%
2747,Poverty Incidence among Population (%),2009,Region V,44.2,Region,Region V,%
2748,Poverty Incidence among Population (%),2012,Region V,41.1,Region,Region V,%
2749,Poverty Incidence among Population (%),2015,Region V,36,Region,Region V,%
2780,Poverty Incidence among Population (%),1991,Region VI,39.6,Region,Region VI,%
2781,Poverty Incidence among Population (%),2006,Region VI,29.1,Region,Region VI,%
2782,Poverty Incidence among Population (%),2009,Region VI,30.8,Region,Region VI,%
2783,Poverty Incidence among Population (%),2012,Region VI,29.1,Region,Region VI,%
2784,Poverty Incidence among Population (%),2015,Region VI,22.4,Region,Region VI,%
2815,Poverty Incidence among Population (%),1991,Region VII,43.6,Region,Region VII,%
2816,Poverty Incidence among Population (%),2006,Region VII,35.9,Region,Region VII,%
2817,Poverty Incidence among Population (%),2009,Region VII,31,Region,Region VII,%
2818,Poverty Incidence among Population (%),2012,Region VII,30.2,Region,Region VII,%
2819,Poverty Incidence among Population (%),2015,Region VII,27.6,Region,Region VII,%
2850,Poverty Incidence among Population (%),1991,Region VIII,50,Region,Region VIII,%
2851,Poverty Incidence among Population (%),2006,Region VIII,41.5,Region,Region VIII,%
2852,Poverty Incidence among Population (%),2009,Region VIII,42.6,Region,Region VIII,%
2853,Poverty Incidence among Population (%),2012,Region VIII,45.2,Region,Region VIII,%
2854,Poverty Incidence among Population (%),2015,Region VIII,38.7,Region,Region VIII,%
2885,Poverty Incidence among Population (%),1991,Region X,46.6,Region,Region X,%
2886,Poverty Incidence among Population (%),2006,Region X,39,Region,Region X,%
2887,Poverty Incidence among Population (%),2009,Region X,40.1,Region,Region X,%
2888,Poverty Incidence among Population (%),2012,Region X,39.5,Region,Region X,%
2889,Poverty Incidence among Population (%),2015,Region X,36.6,Region,Region X,%
2920,Poverty Incidence among Population (%),1991,Region XI,39.6,Region,Region XI,%
2921,Poverty Incidence among Population (%),2006,Region XI,30.6,Region,Region XI,%
2922,Poverty Incidence among Population (%),2009,Region XI,31.4,Region,Region XI,%
2923,Poverty Incidence among Population (%),2012,Region XI,30.7,Region,Region XI,%
2924,Poverty Incidence among Population (%),2015,Region XI,22,Region,Region XI,%
2955,Poverty Incidence among Population (%),1991,Region XII,53.3,Region,Region XII,%
2956,Poverty Incidence among Population (%),2006,Region XII,37.9,Region,Region XII,%
2957,Poverty Incidence among Population (%),2009,Region XII,38.3,Region,Region XII,%
2958,Poverty Incidence among Population (%),2012,Region XII,44.7,Region,Region XII,%
2959,Poverty Incidence among Population (%),2015,Region XII,37.3,Region,Region XII,%
2990,Poverty Incidence among Population (%),1991,Rizal,,Province,Region VI-A,%
2991,Poverty Incidence among Population (%),2006,Rizal,3.3,Province,Region VI-A,%
2992,Poverty Incidence among Population (%),2009,Rizal,8.6,Province,Region VI-A,%
2993,Poverty Incidence among Population (%),2012,Rizal,6.1,Province,Region VI-A,%
2994,Poverty Incidence among Population (%),2015,Rizal,5.4,Province,Region VI-A,%
3025,Poverty Incidence among Population (%),1991,Romblon,,Province,Region IV-B,%
3026,Poverty Incidence among Population (%),2006,Romblon,46.1,Province,Region IV-B,%
3027,Poverty Incidence among Population (%),2009,Romblon,41.9,Province,Region IV-B,%
3028,Poverty Incidence among Population (%),2012,Romblon,40.5,Province,Region IV-B,%
3029,Poverty Incidence among Population (%),2015,Romblon,36.6,Province,Region IV-B,%
3060,Poverty Incidence among Population (%),1991,Saranggani,,Province,Region XII,%
3061,Poverty Incidence among Population (%),2006,Saranggani,49,Province,Region XII,%
3062,Poverty Incidence among Population (%),2009,Saranggani,57.7,Province,Region XII,%
3063,Poverty Incidence among Population (%),2012,Saranggani,53.2,Province,Region XII,%
3064,Poverty Incidence among Population (%),2015,Saranggani,55.2,Province,Region XII,%
3095,Poverty Incidence among Population (%),1991,"Siquijor,",,,,%
3096,Poverty Incidence among Population (%),2006,"Siquijor,",22.7,,,%
3097,Poverty Incidence among Population (%),2009,"Siquijor,",31,,,%
3098,Poverty Incidence among Population (%),2012,"Siquijor,",32.6,,,%
3099,Poverty Incidence among Population (%),2015,"Siquijor,",52.9,,,%
3130,Poverty Incidence among Population (%),1991,Sorsogon,,Province,Region V,%
3131,Poverty Incidence among Population (%),2006,Sorsogon,41.2,Province,Region V,%
3132,Poverty Incidence among Population (%),2009,Sorsogon,39.3,Province,Region V,%
3133,Poverty Incidence among Population (%),2012,Sorsogon,40.7,Province,Region V,%
3134,Poverty Incidence among Population (%),2015,Sorsogon,41.3,Province,Region V,%
3165,Poverty Incidence among Population (%),1991,South Cotabato,,Province,Region XII,%
3166,Poverty Incidence among Population (%),2006,South Cotabato,31.7,Province,Region XII,%
3167,Poverty Incidence among Population (%),2009,South Cotabato,31.6,Province,Region XII,%
3168,Poverty Incidence among Population (%),2012,South Cotabato,32,Province,Region XII,%
3169,Poverty Incidence among Population (%),2015,South Cotabato,24.6,Province,Region XII,%
3200,Poverty Incidence among Population (%),1991,Southern Leyte,,Province,Region VIII,%
3201,Poverty Incidence among Population (%),2006,Southern Leyte,33.7,Province,Region VIII,%
3202,Poverty Incidence among Population (%),2009,Southern Leyte,43.1,Province,Region VIII,%
3203,Poverty Incidence among Population (%),2012,Southern Leyte,43.3,Province,Region VIII,%
3204,Poverty Incidence among Population (%),2015,Southern Leyte,38,Province,Region VIII,%
3235,Poverty Incidence among Population (%),1991,Sultan Kudarat,,Province,Region XII,%
3236,Poverty Incidence among Population (%),2006,Sultan Kudarat,52,Province,Region XII,%
3237,Poverty Incidence among Population (%),2009,Sultan Kudarat,51.5,Province,Region XII,%
3238,Poverty Incidence among Population (%),2012,Sultan Kudarat,48.5,Province,Region XII,%
3239,Poverty Incidence among Population (%),2015,Sultan Kudarat,48,Province,Region XII,%
3270,Poverty Incidence among Population (%),1991,Sulu,,Province,ARMM,%
3271,Poverty Incidence among Population (%),2006,Sulu,40.7,Province,ARMM,%
3272,Poverty Incidence among Population (%),2009,Sulu,41.6,Province,ARMM,%
3273,Poverty Incidence among Population (%),2012,Sulu,45.8,Province,ARMM,%
3274,Poverty Incidence among Population (%),2015,Sulu,54.9,Province,ARMM,%
3305,Poverty Incidence among Population (%),1991,Surigao Del Norte,,Province,CARAGA,%
3306,Poverty Incidence among Population (%),2006,Surigao Del Norte,52.7,Province,CARAGA,%
3307,Poverty Incidence among Population (%),2009,Surigao Del Norte,57.9,Province,CARAGA,%
3308,Poverty Incidence among Population (%),2012,Surigao Del Norte,41.8,Province,CARAGA,%
3309,Poverty Incidence among Population (%),2015,Surigao Del Norte,34.7,Province,CARAGA,%
3340,Poverty Incidence among Population (%),1991,Surigao Del Sur,,Province,CARAGA,%
3341,Poverty Incidence among Population (%),2006,Surigao Del Sur,46.5,Province,CARAGA,%
3342,Poverty Incidence among Population (%),2009,Surigao Del Sur,53.7,Province,CARAGA,%
3343,Poverty Incidence among Population (%),2012,Surigao Del Sur,36,Province,CARAGA,%
3344,Poverty Incidence among Population (%),2015,Surigao Del Sur,40.1,Province,CARAGA,%
3375,Poverty Incidence among Population (%),1991,Tarlac,,Province,Region III,%
3376,Poverty Incidence among Population (%),2006,Tarlac,18.1,Province,Region III,%
3377,Poverty Incidence among Population (%),2009,Tarlac,17.5,Province,Region III,%
3378,Poverty Incidence among Population (%),2012,Tarlac,16.6,Province,Region III,%
3379,Poverty Incidence among Population (%),2015,Tarlac,18.1,Province,Region III,%
3410,Poverty Incidence among Population (%),1991,Tawi-tawi,,Province,ARMM,%
3411,Poverty Incidence among Population (%),2006,Tawi-tawi,52.4,Province,ARMM,%
3412,Poverty Incidence among Population (%),2009,Tawi-tawi,35.3,Province,ARMM,%
3413,Poverty Incidence among Population (%),2012,Tawi-tawi,28.6,Province,ARMM,%
3414,Poverty Incidence among Population (%),2015,Tawi-tawi,12.6,Province,ARMM,%
3445,Poverty Incidence among Population (%),1991,Western Samar,,Province,Region VIII,%
3446,Poverty Incidence among Population (%),2006,Western Samar,40.4,Province,Region VIII,%
3447,Poverty Incidence among Population (%),2009,Western Samar,42.5,Province,Region VIII,%
3448,Poverty Incidence among Population (%),2012,Western Samar,50,Province,Region VIII,%
3449,Poverty Incidence among Population (%),2015,Western Samar,46.9,Province,Region VIII,%
3480,Poverty Incidence among Population (%),1991,Zambales,,Province,Region III,%
3481,Poverty Incidence among Population (%),2006,Zambales,23.6,Province,Region III,%
3482,Poverty Incidence among Population (%),2009,Zambales,17.3,Province,Region III,%
3483,Poverty Incidence among Population (%),2012,Zambales,16,Province,Region III,%
3484,Poverty Incidence among Population (%),2015,Zambales,16.8,Province,Region III,%
3515,Poverty Incidence among Population (%),1991,Zamboanga Sibugay,,Province,Region IX,%
3516,Poverty Incidence among Population (%),2006,Zamboanga Sibugay,50.7,Province,Region IX,%
3517,Poverty Incidence among Population (%),2009,Zamboanga Sibugay,52.7,Province,Region IX,%
3518,Poverty Incidence among Population (%),2012,Zamboanga Sibugay,44.8,Province,Region IX,%
3519,Poverty Incidence among Population (%),2015,Zamboanga Sibugay,31.7,Province,Region IX,%
3550,Poverty Incidence among Population (%),1991,Zamboanga del Norte,,Province,Region IX,%
3551,Poverty Incidence among Population (%),2006,Zamboanga del Norte,65.5,Province,Region IX,%
3552,Poverty Incidence among Population (%),2009,Zamboanga del Norte,68.5,Province,Region IX,%
3553,Poverty Incidence among Population (%),2012,Zamboanga del Norte,54.4,Province,Region IX,%
3554,Poverty Incidence among Population (%),2015,Zamboanga del Norte,51.6,Province,Region IX,%
3585,Poverty Incidence among Population (%),1991,Zamboanga del Sur,,Province,Region IX,%
3586,Poverty Incidence among Population (%),2006,Zamboanga del Sur,31.7,Province,Region IX,%
3587,Poverty Incidence among Population (%),2009,Zamboanga del Sur,31.6,Province,Region IX,%
3588,Poverty Incidence among Population (%),2012,Zamboanga del Sur,32,Province,Region IX,%
3589,Poverty Incidence among Population (%),2015,Zamboanga del Sur,24.8,Province,Region IX,%
