,Variable,Year,province,value,adm_level,region,unit
473,Magnitude of Poor Population,2012,Surigao Del Norte,"248,953",Province,CARAGA,population
474,Magnitude of Poor Population,2015,Surigao Del Norte,"225,181",Province,CARAGA,population
476,Magnitude of Poor Population,2006,Surigao Del Sur,"247,468",Province,CARAGA,population
477,Magnitude of Poor Population,2009,Surigao Del Sur,"290,490",Province,CARAGA,population
478,Magnitude of Poor Population,2012,Surigao Del Sur,"197,653",Province,CARAGA,population
479,Magnitude of Poor Population,2015,Surigao Del Sur,"248,345",Province,CARAGA,population
481,Magnitude of Poor Population,2006,Tarlac,"217,963",Province,Region III,population
482,Magnitude of Poor Population,2009,Tarlac,"213,183",Province,Region III,population
483,Magnitude of Poor Population,2012,Tarlac,"214,197",Province,Region III,population
484,Magnitude of Poor Population,2015,Tarlac,"252,471",Province,Region III,population
486,Magnitude of Poor Population,2006,Tawi-tawi,"221,612",Province,ARMM,population
487,Magnitude of Poor Population,2009,Tawi-tawi,"151,220",Province,ARMM,population
488,Magnitude of Poor Population,2012,Tawi-tawi,"126,971",Province,ARMM,population
489,Magnitude of Poor Population,2015,Tawi-tawi,"60,555",Province,ARMM,population
491,Magnitude of Poor Population,2006,Western Samar,"269,174",Province,Region VIII,population
492,Magnitude of Poor Population,2009,Western Samar,"306,015",Province,Region VIII,population
493,Magnitude of Poor Population,2012,Western Samar,"361,045",Province,Region VIII,population
494,Magnitude of Poor Population,2015,Western Samar,"348,948",Province,Region VIII,population
496,Magnitude of Poor Population,2006,Zambales,"167,195",Province,Region III,population
497,Magnitude of Poor Population,2009,Zambales,"124,821",Province,Region III,population
498,Magnitude of Poor Population,2012,Zambales,"121,660",Province,Region III,population
499,Magnitude of Poor Population,2015,Zambales,"103,475",Province,Region III,population
501,Magnitude of Poor Population,2006,Zamboanga Sibugay,"279,278",Province,Region IX,population
502,Magnitude of Poor Population,2009,Zamboanga Sibugay,"301,718",Province,Region IX,population
503,Magnitude of Poor Population,2012,Zamboanga Sibugay,"282,355",Province,Region IX,population
504,Magnitude of Poor Population,2015,Zamboanga Sibugay,"164,230",Province,Region IX,population
506,Magnitude of Poor Population,2006,Zamboanga del Norte,"597,173",Province,Region IX,population
507,Magnitude of Poor Population,2009,Zamboanga del Norte,"650,867",Province,Region IX,population
508,Magnitude of Poor Population,2012,Zamboanga del Norte,"518,347",Province,Region IX,population
509,Magnitude of Poor Population,2015,Zamboanga del Norte,"588,451",Province,Region IX,population
511,Magnitude of Poor Population,2006,Zamboanga del Sur,"515,055",Province,Region IX,population
512,Magnitude of Poor Population,2009,Zamboanga del Sur,"532,271",Province,Region IX,population
513,Magnitude of Poor Population,2012,Zamboanga del Sur,"587,598",Province,Region IX,population
514,Magnitude of Poor Population,2015,Zamboanga del Sur,"476,765",Province,Region IX,population
